,imagename,captions
713,Not_troll_724.jpg,aai summa irukka mattaa..
714,Not_troll_725.jpg,inimel ipadipost potta suduthanniya pudichi munila vuthiduven..
715,Not_troll_726.jpg,raskal yeppa pathalum sapadu sapadu.. inimel sapadai pathi pesuna vai irukkadhu..  vaila kadichipudiven naadhari...
716,Not_troll_727.jpg,dont angry me..
717,Not_troll_728.jpg,sandai varadhu pola  irukku... naama konjam thongittu varuvom
718,Not_troll_729.jpg,naalaikku thala padam release... nerama yelundhu First Day First Show patthudanum...
719,Not_troll_73.jpg,This is a small status about me...
720,Not_troll_730.jpg,thambi nijamava solra..??
721,Not_troll_731.jpg,ni padicha schoolla naan head maserda...
722,Not_troll_732.jpg,ithaanai per onlinela irukkanunga aana oruthanavadhu yen postkku like podurananu paaru..
723,Not_troll_733.jpg,pechu pechadhaan irukkanum..
724,Not_troll_734.jpg,shame.. shame.. puppy shame..
725,Not_troll_735.jpg,aiyo rama! yennai yen indha maadhiri kalisada pasanga kudalam kuttu sera vekkura...
726,Not_troll_736.jpg,indha ketta varthai pesuradhellam inga vechikkadhe...
727,Not_troll_737.jpg,solluradha kekkave mattomnu sathiyam pannirupinga pola...
728,Not_troll_738.jpg,adi romba balamo..??
729,Not_troll_739.jpg,yepii iundha manusamyepidi agittar paathiya...
730,Not_troll_74.jpg,andha group poitangala..??
731,Not_troll_740.jpg,No Captions
732,Not_troll_741.jpg,aiyo.. aiyo.. avv...
733,Not_troll_742.jpg,idhe velaiya dhaan alaierangala kaalailairundhu..
734,Not_troll_743.jpg,vayasana kalathula idhu thevaiya...
735,Not_troll_744.jpg,No Captions
736,Not_troll_745.jpg,vunnaiyellam paavam pathu vittukitu irukken..
737,Not_troll_746.jpg,sangi mangi adango...
738,Not_troll_747.jpg,sondhathula oru kalyanam anga polama nanbaroda keda virundhukku polama....    kedavirundhukke povoma...
739,Not_troll_748.jpg,bai nalla irukingala bai...
740,Not_troll_749.jpg,aiyo... paduthurangale yennaiya...
741,Not_troll_75.jpg,romba varuthapada vendiya vishiyam dhaan...
742,Not_troll_750.jpg,ore mandhil irundhu irandu aadhugal veru veru paahail sendruvittana..  rendum sandhithapodhu avaigalal pesa mudiyavillaiye..
743,Not_troll_751.jpg,piramadham... kalakunga...
744,Not_troll_752.jpg,indha dakkalti velaiyellam inga vendam mavane...
745,Not_troll_753.jpg,No Captions
746,Not_troll_754.jpg,kovama pesurappo thideernu cutpannitanganna phoneai orumurai muraichi pappom...
747,Not_troll_755.jpg,sir sir..!! payappadadhinga naan munnamadhiri ippa illa..!  thirundhitten..
748,Not_troll_756.jpg,aaiyo.. idhungalum sadhi pannudhe..
749,Not_troll_757.jpg,yei inga paaru.. ippa naan yenna sollitennu ipadi sirikkira ni..
750,Not_troll_758.jpg,vaaiya mudura kurangu..
751,Not_troll_759.jpg,2018layavadhu yen life happya irukkuma saamy..??   ni va magane...  2018la dhaan vunakku periya periya aapellam katthukittu irukku..
752,Not_troll_76.jpg,inga paaru yellame theriyama nadandhiruchi sonna kelu..
753,Not_troll_760.jpg,indha thanniya kudi!
754,Not_troll_761.jpg,naan thongamatten..
755,Not_troll_762.jpg,hai...
756,Not_troll_763.jpg,aiyo ivanaa...
757,Not_troll_764.jpg,What a photo...
758,Not_troll_765.jpg,fake idil original photo...
759,Not_troll_766.jpg,No Captions
760,Not_troll_767.jpg,No Captions
761,Not_troll_768.jpg,yenna oru yegathalam..
762,Not_troll_769.jpg,yenna solraingane puriyalaiye
763,Not_troll_77.jpg,innoru dhadavai indha maadiri post potta...
764,Not_troll_770.jpg,poo... poi yellarum polappa parunga...   aavunna vandhu kuvinjiduradhu...
765,Not_troll_771.jpg,mavane vunna dhaanda thedikittu irundhen..
766,Not_troll_772.jpg,yenda gensukellam nice thozhar solla mattiya?
767,Not_troll_773.jpg,I Like This
768,Not_troll_774.jpg,mmm...  nadakkatum nadakkatum..
769,Not_troll_775.jpg,yennattha solla..
770,Not_troll_776.jpg,inimel ipidi post podiva..??
771,Not_troll_777.jpg,No Captions
772,Not_troll_778.jpg,pathirundha sethiruppada niii...
773,Not_troll_779.jpg,indha aniyatthai kekka yaarume illaiya..??
774,Not_troll_78.jpg,comment podalama..  vendama...
775,Not_troll_780.jpg,dei love panra yellarum paithiyama suth poringa...
776,Not_troll_781.jpg,No Captions
777,Not_troll_782.jpg,pathale paavama irukke..
778,Not_troll_783.jpg,ni dhaan malaiya??   yellathukkum thayaradha irukkom..  vaada vaada vandhu paaruda....    vendam... idhukku mela adicha nanga sethuruvom!
779,Not_troll_784.jpg,naan pengalai thaiya  madhikkiren...
780,Not_troll_785.jpg,iii..!! sandai..!!!
781,Not_troll_786.jpg,kaipulla innum yenda mulichikitttu irukka thongu...
782,Not_troll_787.jpg,ninga rendurum yennoda rendu kanu maadhiri...
783,Not_troll_788.jpg,idha nanga nambanum..???
784,Not_troll_789.jpg,yosikkura maadhiri avalo periya vishiyam illaiye idhu....
785,Not_troll_79.jpg,hihihi...
786,Not_troll_790.jpg,No Captions
787,Not_troll_791.jpg,yepidi vadhu sikkirukken pathingala...
788,Not_troll_792.jpg,facebook illana namma life nalla irundhirukkumla...  dei ivan vera romba torture panranda....
789,Not_troll_793.jpg,adhu fake idnnu therinjum palaa palathula ee moikkira maadhiri moikkiraingale...
790,Not_troll_794.jpg,overa kannai katuudhe
791,Not_troll_795.jpg,ennaiya sapida vudungada...
792,Not_troll_796.jpg,yenna panradhu.. idhellam pakkanumnu vidhi..
793,Not_troll_797.jpg,yenda yenkitta prechanai panradhukkunne varuvingala...???
794,Not_troll_798.jpg,poi solladhinga!  saamy kannakuthidum!!!
795,Not_troll_799.jpg,innum yevalavu naalaikku dhaan naama yedhuvum seiyadha maadhiriye nadikkaradhu
796,Not_troll_8.jpg,reel andhu pochuda saamy...
797,Not_troll_80.jpg,pechu pechadhaan irukkanum....
798,Not_troll_800.jpg,mmkum... velangidum...
799,Not_troll_801.jpg,idhoda niruthikko... adhan yellarukkum nalladhu
800,Not_troll_802.jpg,yenya yen uyira yedukkuringa..
801,Not_troll_803.jpg,vettigal dhina valthukkal!!!
802,Not_troll_804.jpg,idhukke feel panna yeipidi innum yenga vittu mapillaiya season 2 irukulla..
803,Not_troll_805.jpg,indha postai pakkadhinga...
804,Not_troll_806.jpg,No Captions
805,Not_troll_807.jpg,indha kodumaiya naan yenga poi solluven...
806,Not_troll_808.jpg,anne sirippu podhumaanne..
807,Not_troll_809.jpg,adhaan kekkurarulla solladhingaiya...
808,Not_troll_81.jpg,aiyo raama yenna yen indhamaadhiri kalisada pasangalodayellam kuttu sera vekura...
809,Not_troll_810.jpg,yennaiya! pallu velakkite kaalai vanakkam!
810,Not_troll_811.jpg,No Captions
811,Not_troll_812.jpg,yevanda yennai pathi memes pottadhu....
812,Not_troll_813.jpg,apidiyellam irukka chance illaiya...
813,Not_troll_814.jpg,thirundhuya tea vangitharen...
814,Not_troll_815.jpg,AFTER EATING PONGAL MY REACTION BE LIKE
815,Not_troll_816.jpg,aama.. nattukku idhu ippa romba mukkayam paaru....
816,Not_troll_817.jpg,No Captions
817,Not_troll_818.jpg,naan yeppada apidi sonnen..
818,Not_troll_819.jpg,idhuvarai naan big bosse pathadhilla... yennai viturungada...
819,Not_troll_82.jpg,theriyama request kuduthutenda..  vitturuda....
820,Not_troll_820.jpg,No Captions
821,Not_troll_821.jpg,No Captions
822,Not_troll_822.jpg,adhu yen aaluda!
823,Not_troll_823.jpg,namma thongura maadhiriye nadippom..
824,Not_troll_824.jpg,hihihi.... apidiye vunga phone number kedaikkuma...
825,Not_troll_825.jpg,No Captions
826,Not_troll_826.jpg,dei yennda inga meetingu!!!
827,Not_troll_827.jpg,periya tamil pulavar ivaru!  avidhai nadaieladhaan good night solluvaaru...
828,Not_troll_828.jpg,No Captions
829,Not_troll_829.jpg,deactivate pannite poitanna?
830,Not_troll_83.jpg,adikkadha...
831,Not_troll_830.jpg,ivinga thollai thanga mudiyallaiye...
832,Not_troll_831.jpg,ninga arasiyalukku varadhukkulla andha andavane sethuruvandda....
833,Not_troll_832.jpg,yennatha solli puriya veppennu puriyallaiya...
834,Not_troll_833.jpg,correcta sonna mappu...
835,Not_troll_834.jpg,anne inaikku yenakku first night   adhaar card yedutha dhaan vunakku first night
836,Not_troll_835.jpg,idhu yenga poi mudiyapogudho..
837,Not_troll_836.jpg,ingapaaru yellame theriyama nadandhirukku sonna kelu...
838,Not_troll_837.jpg,en valila nna poikittu irukken thevaiillama yennaiya cindi pakkadhe prachanai aagipogum
839,Not_troll_838.jpg,naanum periya rowdy dhaanda.. yenga areavula...
840,Not_troll_839.jpg,namma kuda villayaduradhe ivangalukku velaiya pocchi...
841,Not_troll_84.jpg,yenya vaittherichal pudichi allaiuringa...
842,Not_troll_840.jpg,hihihi... nallarukkum...
843,Not_troll_841.jpg,veliya theriuradhu oru vuruvam aana vulla theriuradhu pala rubangal...
844,Not_troll_842.jpg,yeppa facebookla yaro oru ponnu friend request koduthurukkuppa...
845,Not_troll_843.jpg,idhu namma pachai kili aache....
846,Not_troll_844.jpg,aladhinga boss!  kannai thudaichikonga...
847,Not_troll_845.jpg,oohoo... jodiya miss aaguringala///
848,Not_troll_846.jpg,macha niumada yennai nambala...
849,Not_troll_847.jpg,yevanachu inbox vandha yenkitta sollunga thozhi....
850,Not_troll_848.jpg,vunumnanga inboxla vandhu photoanuppunen.. theriyama anupittenga...   sari poithola..    yennadhu poitholaiya??  nanga  povom illa ingaile paaiya virichi kuda mallakka paduppom vunakkenna...
851,Not_troll_849.jpg,dei thoda da..   chi... tharaiya thoda da...  saavadikkuraingale yennaiya..
852,Not_troll_85.jpg,indha maadhiri yedhavadhu solli naamale maatikirom..
853,Not_troll_850.jpg,yepidi keduthuviduthu paaru payapullu..
854,Not_troll_851.jpg,"naan ""avan"" illada... vitturunkada!"
855,Not_troll_852.jpg,innaikku matchayavadhu naam jaipoma panguni ammaichare..
856,Not_troll_853.jpg,yaara adhu biriyani thindiduchunnu sonnadhu..
857,Not_troll_854.jpg,mudiayla... mudiyala..
858,Not_troll_855.jpg,hi.. hi.. supera irukku...
859,Not_troll_856.jpg,puluguradhukku oru alavullama puluguranga your aaner..
860,Not_troll_857.jpg,anne... avanga resortkku vara?
861,Not_troll_858.jpg,theriyathanama sinna payalunga kitta sikkitene saamy..
862,Not_troll_859.jpg,podhum saamy podhum mudiyala...
863,Not_troll_86.jpg,inimel pal velakkama good morninga status poduviya..??
864,Not_troll_860.jpg,kar thu..
865,Not_troll_861.jpg,porali love moodukku senrabodhu!
866,Not_troll_862.jpg,vulagatthai ninaichen sirichen...
867,Not_troll_863.jpg,december maasam vera aarampiciduche.. yenna aagappogudho...
868,Not_troll_864.jpg,give respect.. take respect..  okay..??
869,Not_troll_865.jpg,alugaiya arudhu thozhi!!
870,Not_troll_866.jpg,ini ipidi status poduradhi pathen avalo dhaan
871,Not_troll_867.jpg,aiyo namma mind anga pogudhe... 
872,Not_troll_868.jpg,ore kulappama irukke
873,Not_troll_869.jpg,yennapa inga satham..
874,Not_troll_87.jpg,yen kadhail naan villanda...
875,Not_troll_870.jpg,adangg...
876,Not_troll_871.jpg,pathingala sellathukku onnume theriyala...
877,Not_troll_872.jpg,aircel customers condition now
878,Not_troll_873.jpg,adai malai aaramchi velutthu vangapogudhu... vudambai irumbakkikoda kirikaala avv..
879,Not_troll_874.jpg,mariyaadha!!!
880,Not_troll_875.jpg,ni poo! yenakku oru mukkiyaman velai irukku
881,Not_troll_876.jpg,ji.. iral ji...
882,Not_troll_877.jpg,idhellam nambura maadiriya irukku..
883,Not_troll_878.jpg,naalaikku school...
884,Not_troll_879.jpg,aiyo thanga mudiayalaiye...
885,Not_troll_88.jpg,vushhhhh....
886,Not_troll_880.jpg,andha bayam irukktum....
887,Not_troll_881.jpg,No Captions
888,Not_troll_882.jpg,arumaiyaana karuthu aazhndha sindhanai!!!
889,Not_troll_883.jpg,"indru mudhal ni  ""bluewhale""  yendru anbodu alaikkapaduvaai!!!"
890,Not_troll_884.jpg,aaha aadu adhuva vandhu thalaiya kodukkudhu...  aruthura vendi dhaan..
891,Not_troll_885.jpg,pirichanai vandha annai vitutu oodakudadhu puridha...
892,Not_troll_886.jpg,TODAY MATCH
893,Not_troll_887.jpg,aiyo nammala pathavudane ivan manasula yenna thonudho...
894,Not_troll_888.jpg,karutthukkalai kanakachidama kavvurira pongal...
895,Not_troll_889.jpg,soora..?? soranaiya..??   soorudhaa
896,Not_troll_89.jpg,No Captions
897,Not_troll_890.jpg,idhe velaiya dhaan alaiuriya ni..??
898,Not_troll_891.jpg,No Captions
899,Not_troll_892.jpg,dei ivanvera yennai romba torture panraanda !!!
900,Not_troll_893.jpg,dei
901,Not_troll_894.jpg,she came to inbox  ninga alaga irukinga!  yenakku vungala mattum dhaan pudikkum  i love you  yennadhu!  april foola
902,Not_troll_895.jpg,yendha pakkam ponalum gate podurangale..
903,Not_troll_896.jpg,niyellam oru periya manishana..
904,Not_troll_897.jpg,yedhukku indha maanaketta polappu..
905,Not_troll_898.jpg,mosapudikkira naainnu munjiya paatthale theriyadhu...
906,Not_troll_899.jpg,ivaru dhaan british ilavarasar charles
907,Not_troll_9.jpg,ingapaaru yellam pooikittu irukka.. sonna kelu idhoda iruthikko..
908,Not_troll_90.jpg,vidungada yennaiya....
909,Not_troll_900.jpg,nallavaruva machi!!!
910,Not_troll_901.jpg,facebook effectu...
911,Not_troll_902.jpg,No Captions
912,Not_troll_903.jpg,vaaya thorandhale double meaning....
913,Not_troll_904.jpg,yevalo adichalum thanguraan daivan romba nalavannu sollittan...
914,Not_troll_905.jpg,aahaa track namma pakkam thirumbudhe... appadiye nagarthura vendiyadhu dhaan...
915,Not_troll_906.jpg,paithiyama ivan....
916,Not_troll_907.jpg,God is great....
917,Not_troll_908.jpg,aiyoo! yen thalaiye vechidum pola irukke
918,Not_troll_909.jpg,andha post naan podalainga yen admin dhaan poottan...
919,Not_troll_91.jpg,yennamma ipidi panringalemma//
920,Not_troll_910.jpg,yenakku sooru yengada vechirukinga..??
921,Not_troll_911.jpg,vurukkullla mattha sim vechirukkuravan yellam sandhoshama irukken..    indha AIRCEL SIM ah vechikittu naanga padura paadu irukke...
922,Not_troll_912.jpg,TAG THAT FRIEND WHO IS ALWAYS BUSY WITH HIS GIRLFRIEND
923,Not_troll_913.jpg,yepidine vungalaala mattum ipidi karuthu solla mudiudhu...
924,Not_troll_914.jpg,seiuradhaium senjikittu mulikkuradhai paaru...
925,Not_troll_915.jpg,vaaiya mudum ooi...
926,Not_troll_916.jpg,company secreta veliya solladhe..
927,Not_troll_917.jpg,ni yenna vilakkam koduthalum yennal yerukkolla mudiyadhu
928,Not_troll_918.jpg,indha vishiyam namakkullaye irukkatum....    veliya solliradhinga....
929,Not_troll_919.jpg,vera velai ieunha paaruyaa..
930,Not_troll_92.jpg,indha polapukku...
931,Not_troll_920.jpg,No Captions
932,Not_troll_921.jpg,World Sleep Day  15 March
933,Not_troll_922.jpg,No Captions
934,Not_troll_923.jpg,adingu goiyala...
935,Not_troll_924.jpg,naan pooi yennanu kettutu varen...
936,Not_troll_925.jpg,hollywood levela pdhivu sago!
937,Not_troll_926.jpg,idhellam naama pakkave kudadhu...
938,Not_troll_927.jpg,en pavam vunna summa vidadhu....
939,Not_troll_928.jpg,mannichirunga aiya...
940,Not_troll_929.jpg,yeppa paru yennaiyave vambiluthukittu goiyale...
941,Not_troll_93.jpg,Watching result on online The server is loading
942,Not_troll_930.jpg,thongala.. naan thongala..
943,Not_troll_931.jpg,indha vayasula vunakku kilukiluppu kekkudhu...
944,Not_troll_932.jpg,thambi!  andha video innum namma group ku varala...
945,Not_troll_933.jpg,commentla nallapesuradhaala adhe thairiyathoda inbox vandhudadha..... anga naan romba vukkirama iruppen
946,Not_troll_934.jpg,This is too much
947,Not_troll_935.jpg,andha group poitangala..??
948,Not_troll_936.jpg,yellarum jora oru dhadavai kai thatunga..
949,Not_troll_937.jpg,onnu inga irukku innonnu yenga???
950,Not_troll_938.jpg,ippa naama yenna sollitomnu ipidi tension aaguraannga...
951,Not_troll_939.jpg,"idhellam namakku thevaiya,,??"
952,Not_troll_94.jpg,yenaiya kalaichitaaramam
953,Not_troll_940.jpg,theriyama vandhu sikkitome...
954,Not_troll_941.jpg,yennada lusa thanama pesikittu irukka lusa payale...
955,Not_troll_942.jpg,super bro... ini ipadiye maintain panunga...
956,Not_troll_943.jpg,ivanai nambalama?
957,Not_troll_944.jpg,vunkitta sikki innum yethanai ponnunga siraliya porangalo....
958,Not_troll_945.jpg,indha veilukku thanni kudikkura maadhiri mela vuthikka vendiyadhu dhaa...
959,Not_troll_946.jpg,eppadi machi irukke!  edra kaiya!  aama yarra nee??
960,Not_troll_947.jpg,aiyaiyoo bayama irukkudhu...
961,Not_troll_948.jpg,"When Friend Ask ""What Your New Year Resolution""  inga irukkura prechanikke naan innum Solution kandupudikkala... idhula Resolution dhaan oru kurai"
962,Not_troll_949.jpg,aiyaa!  vaiyavaren....
963,Not_troll_95.jpg,idhu yenna pudhu viyadhiya irukku naama sariya padikkama vandhuttomo...
964,Not_troll_950.jpg,puyalai konjal padhama pakkuvama kupidunga sir..   illaina pora pokkula oru kattu kattitu poirapogudhu...
965,Not_troll_951.jpg,yenenna akaporu panrangaiya..
966,Not_troll_952.jpg,"valkaila girl friend illama kuda irundhudalam aana ramzan, bakrith annaikki biriyani kodukka oru bai illama irukkuradhu dhaan kodumai..."
967,Not_troll_953.jpg,comment boxai pathale bayama irukke...
968,Not_troll_954.jpg,yenda eruma saniyai munjila apunamaadhiriye thirura...
969,Not_troll_955.jpg,purushanaidalamnu mudivu panniten...
970,Not_troll_956.jpg,vunna patha yenakku sirippu sirippa varudhu...
971,Not_troll_957.jpg,thambi thala tensiona irukku ponga ponga...
972,Not_troll_958.jpg,yennadhu brova ha ha
973,Not_troll_959.jpg,aadhaar card illama yenda status potta....
974,Not_troll_96.jpg,thinamum thalaikku kulikkurappo karuppu mudi mattum dhaan kottudhu. indha vellai mudi appadiye irukke yaravadhu seivinnai senjitanungalo??
975,Not_troll_960.jpg,savaadikkuraingale yennaiya...!!
976,Not_troll_961.jpg,tea sapiduringala anne..
977,Not_troll_962.jpg,potti pottu paada naan yenna pulavana..??
978,Not_troll_963.jpg,dei vunakkidhu thevaiya..??
979,Not_troll_964.jpg,ivanga matchai patthu innaikku yaaryarukku nenju vali varapogudho  theriyalaiye... avvv.....
980,Not_troll_965.jpg,yennada facebook meetkku vandha ponna pakkura maadhiri verichi parkkuringa...??
981,Not_troll_966.jpg,ni... nidhaan...   adhukku  sariya ippa....
982,Not_troll_967.jpg,When i put like for our own post in FB..  Afterthat i realize     namma post dhana idhu...
983,Not_troll_968.jpg,yenna comment podalam?
984,Not_troll_969.jpg,him...
985,Not_troll_97.jpg,No Captions
986,Not_troll_970.jpg,sirappana tharamana sambavangala inimeldhaan pakkapporaa...
987,Not_troll_971.jpg,"sugar vandhavan,  pails vandhavan, pakkavadham vandhavan yellam kuda irundha ipadi dhaa..."
988,Not_troll_972.jpg,No Captions
989,Not_troll_973.jpg,No Captions
990,Not_troll_974.jpg,oru vrarthai kekka oru varusham kathirundhen     irumma positionku vandhukkuren...
991,Not_troll_975.jpg,Believe me bro!!!
992,Not_troll_976.jpg,No Captions
993,Not_troll_977.jpg,vangina kasukku mela kuvuraanda goiya
994,Not_troll_978.jpg,idhudhaan thavarana vishiyam...
995,Not_troll_979.jpg,ha ha!  semma comedy
996,Not_troll_98.jpg,idhu vuchakatta avamanam..
997,Not_troll_980.jpg,sir padhiva pathingala..??
998,Not_troll_981.jpg,ipo dhanne ninga vellaikkaaran maadhiri sigappa irukkinga!!
999,Not_troll_982.jpg,aahaahh..   sandai...
1000,Not_troll_983.jpg,"aiyo.. kaalailairukku like, comment pottu pottu  vulle vundhiyal satthamella kekkudhe..."
1001,Not_troll_984.jpg,No Captions
1002,Not_troll_985.jpg,No Captions
1003,Not_troll_986.jpg,dei mella clean pannu.. sevurukku valikkum.. yennna pongal vara innum romba  naal irukku paaru...     vegama thoda da paredhesi... naalaikku pongalai vecchikkittu ippa vandhu yeenda yen  vusurai vanguringa..
1004,Not_troll_987.jpg,ninga periya arivalinne..
1005,Not_troll_988.jpg,oru thittathoda dhaanya aalairuranga...
1006,Not_troll_989.jpg,adhukkellam oru mugarasi vennum da...
1007,Not_troll_99.jpg,yengirundhu dhaan varangalo....
1008,Not_troll_990.jpg,No Captions
1009,Not_troll_991.jpg,No Captions
1010,Not_troll_992.jpg,vunkuda periya rodhaiya pochi....
1011,Not_troll_993.jpg,ivangala yellam thirundhave mudiyaadhu...
1012,Not_troll_994.jpg,yepidi samalikkiradhu...
1013,Not_troll_995.jpg,yevano namma paya dhaan...
1014,Not_troll_996.jpg,vudambai irumbakkikkada kirigala innaikku chennai mala velutthu vandhapogudhu..
1015,Not_troll_997.jpg,niyellam oru aambala vunakku misai ver kekkudha...
1016,Not_troll_998.jpg,No Captions
1017,Not_troll_999.jpg,naama vedicha pattasu kuppaiyai alli avanga vittula pottukkolbavargalukku...  ada vekkam kettavangala idhukku yedhukkuda vellaium sollaiuma alaiyanum...
1018,troll_0.jpg,No Captions
1019,troll_1.jpg,appada.. naama yedhirpartha katchi yellam onna sendhuttanga.. ini sirappa kavanichida vendiya dhaan.!
1020,troll_10.jpg,kadavulidam 'om'  solvadhai vida...   manaiviidam 'aam' sollipparunga...  life romba nalla irukkum..
1021,troll_100.jpg,No Captions
1022,troll_1000.jpg,poda yen suppp... uh...
1023,troll_1001.jpg,No Captions
1024,troll_1002.jpg,"adra adra...   kozhikunju:  yeema manidhargal kolandhai pirandhadhu aazhagana peirgalai sutti alaikkirargale.?  namakku yen appadi peir veipadhillai. pudhuvaaga ""kozhi"" enrudhane azhaikkapadugirom.    thai kozhi :  adhuva chellam... naam irandha piragu azhagiya peyaral..     chicken 65, chicken manjuriyan, chicken fry, chicken kuruma, chicken kari, chilly chicken, pepper chicken, jinger chicken, kadai chicken, laly pop.  ipadi pala perittu nammai alaipaargal..!   aanal manidhagal irandhal anaivaraium ore peiriladhaan alaipargal..    pinam!"
1025,troll_1003.jpg,when birthday boy put wishes screenshots on status       we:  evalo friends irukanganu kaamkiranam
1026,troll_1004.jpg,1200 varshathukku munnadi valndha raja raja sozhan yenga nilatha pudingittarunnu solra ninga...     10 varushatthukku munnadi nilattha pudunguna thimudavoda. yen vunga kuruma kuttani vachaaru....
1027,troll_1005.jpg,No Captions
1028,troll_1006.jpg,"stemper ball kandupidichadhu venaa  vellakkarana irukkalam, aana adhula oottapottadhaan vudaiyama irukkumnu kandupidichadhu tamilanda adhuvum 90's kidsda"
1029,troll_1007.jpg,yedhukku aavutthu pottu aaduradhukka?...
1030,troll_1008.jpg,maadu vum kadavul yenraal naan vun kadavullaiye thinben..  pa.ranjith    makkal:  saniyai kudadhaan pillaiyaara vidichi vaikkirom saaniya thimbiya...????
1031,troll_1009.png,IF YOU SEND ONE MORE GANDY CRUSH REQUEST   I WILL GRUSH YOUR GANDIES!!!
1032,troll_101.jpg,vungala nambi post poten la ....  en bithiya serupala adikanum
1033,troll_1010.jpg,Today evening     Adhutha PM yaru?  Modi ah..??  pappu ah..??   seeman anna..!
1034,troll_1011.jpg,palakka valakkatthellam idhoda nippatikanum aduttha padamlam kekka kudadhu
1035,troll_1012.jpg,Happy Birthday Hip Hop Aadhi...      ennoda music ah pudikkalanu troll panringala..???   ama apdi tha panuvom..!!  ippo panunga paakkalaam..!!
1036,troll_1013.jpg,yenne kaalailaye avana pottu indha adi adikkiringa?   pinna mobila  flight modela vechu kilapottutta parakkummanu kekkuran naai...
1037,troll_1014.jpg,naa irukka vendiya idam..!
1038,troll_1015.jpg,yeppa... google um nammala maadhiri single dhaan pa!
1039,troll_1016.jpg,"Hello, iworld like to order 2 cheese Pizza's. 2 chicken pizza's. and 2cups of noodles with chop sticks, and all of them big size....    Amma kinathula konchondu Horlicks pottu thaama, blss maaaa....."
1040,troll_1017.jpg,seruppu pinjidum!
1041,troll_1018.jpg,manivi cool ah irundha sapadu hot ah kidaikkum...  manaivi Hot ah irundha sappadu Cool ah kidaikkum...   ambuttu dhaanga namma vazhkkai...
1042,troll_1019.jpg,ohh..  breakfasta dhaan apidi yeludhi irukkana..?
1043,troll_102.jpg,Sister madhiri irukura ponnunga la.. eppudi than marriage panna manasu varuthoo..
1044,troll_1020.jpg,No Captions
1045,troll_1021.jpg,"kaluvi vuthittu kaapi kudutha adhu ""tea"" kadai     kapi koduthuttu kaluvi vuthuna adhu ""company meeting"""
1046,troll_1022.jpg,ottagam kuda Bisleri thannidhaan kudikkumnu solli..   viyabaram panra vuruya idhu....
1047,troll_1023.jpg,"dei thambi poi gate ah mudura...!    ivaru thirandhu pottu varuvaram...   nanga poi adaikkannumam, niye adaichidu vandhu sandai podiya..!"
1048,troll_1024.jpg,"""neutrinovaal padhippu illai""  ""thenil amaiyavulla neutrino thittathal podhumakkalukko, vana vilangugalukko padhippu yerpadadhu""     nee vangura 5 pathu pichaikku ithu thevathanaa"
1049,troll_1025.jpg,Valakkam pola peai bangala kulla poga vendiyathu apram jinthako jinthakok nu mattukittu mulika vendiyathu
1050,troll_1026.jpg,no comments
1051,troll_1027.jpg,TWO TYPES OF BIKE LOVERS    SAAVI KUDU OTTI PAKKANUM    PHOTO EDU   DP MAATHANUM
1052,troll_1028.png,THAT ROMANTIC LOOK WHEN I SEE A SUPER FIGURE SLEEPING IN OPPOSITE BERTH
1053,troll_1029.png,GLEN MAXWELL 3 FIFTY' IN A ROW.. THIS TIME FROM 21 BALLS WITH 6 SIXES     YAARU SAAMI IVAN? YENGARUNDHU VANDHURUKAN?
1054,troll_103.jpg,MALAR- WHO PROVED THAT MAKEUP IS NOT ALWAYS NECESSARY FOR A HEROINE
1055,troll_1030.jpg,VRV MOVIE RELESING ON FEB 1ST!!!! AANDA LA PAAL VARUM AH???
1056,troll_1031.jpg,"*MAADHA PIDHA  *GOOGLE THEIVAM    *GOOGLE AH..! YENDA 'GURU' LA VARUM.   *ME : YEDHU THERIYALANALUM GOOGLE KITTA DHANA KEKKUROM, YELLAMME SOLLI THARADHU ADHU DHAAN..GOOGLE DHAN VARUM.."
1057,troll_1032.jpg,YAARO: PEI IRUKA ILLAYA..??  *ME: PEI NA EPDI IRUKUM..??   *YAARO: PAKAVAE BAYAGRAMA IRUKUM   *ME: EN BESTIE DHA ADHU.. PO PEI IRUKU
1058,troll_1033.jpg,FAHAD AND NAZRIIYA(12 YEARS AGE GAP)... ARYA NAD SAYESHA(17 YEARS AGE GAP)   *90'S KIDS:  MMM.. KAATHIRUPOM
1059,troll_1034.jpg,"MOBILE LA PESADHEY, FACEBOOKAHY PAARKADHE, APPADINNU SOLLUM PETTROR SOL KETKADHE(IPPADIDHANGA POVUDHU ULAGAM)"
1060,troll_1035.jpg,NAANGA MATCH YENGA THOTHOM THERIYUMA..?    AAH..  GROUND LA DHANA..!!
1061,troll_1036.jpg,NAMMA SINGLE AH IRUKURADHU KARUNAM YARUKUM PUDIKALA NU ILLA PLAYBOY SUMMA IRUKURADHU ILLA ARUTHAM   *PLAYBOY(LOTS OF GIRLS CONTACT) PLAYBOY LOVES MORE  *SINGLE: SINGLE STILL SINGLE
1062,troll_1037.jpg,TEACHER: WE CANT CONTROL GLOBAL WARMING!  BACKBENCHERS:
1063,troll_1038.jpg,KANGAL RENDUM NEERILAE...
1064,troll_1039.jpg,*ME: WHILE READING OLD COMMENTS
1065,troll_104.jpg,WHEN SOMEONE RIES TO LEAVE FROM A WHATSAPP GROUP
